geo_id,gene_symbol,logFC,p_value,adj_p_value,t_stat,regulation
GSE39645,DDX24,0.315298,0.00345,0.00574,3.098687,Up
GSE39645,PITX3,-0.311961,0.00345,0.00574,-3.098487,Down
GSE39645,EIF4G2,0.445733,0.00346,0.00574,3.098128,Up
GSE39645,MYH7B,-0.249649,0.00346,0.00575,-3.097669,Down
GSE39645,SLC39A1,0.285614,0.00346,0.00575,3.097659,Up
GSE39645,PTGR1,0.504808,0.00346,0.00575,3.097432,Up
GSE39645,CELF1,0.339544,0.00346,0.00575,3.097389,Up
GSE39645,EVX2,-0.273169,0.00347,0.00576,-3.096853,Down
GSE39645,CALR,0.417238,0.00347,0.00576,3.096714,Up
GSE39645,C6orf201,-0.286013,0.00347,0.00577,-3.096497,Down
GSE39645,PTGS2,-0.806193,0.00348,0.00577,-3.095961,Down
GSE39645,RGS16,-0.948315,0.00348,0.00578,-3.095415,Down
GSE39645,SETD7,0.441687,0.00348,0.00579,3.095186,Up
GSE39645,CNOT8,0.338356,0.0035,0.00581,3.093907,Up
GSE39645,IQCE,-0.201294,0.0035,0.00581,-3.093345,Down
GSE39645,BET1L,0.341557,0.0035,0.00582,3.092971,Up
GSE39645,DNMT1,0.415787,0.00351,0.00582,3.092855,Up
GSE39645,CLEC2A,-0.500189,0.00351,0.00582,-3.092819,Down
GSE39645,ZSCAN1,-0.259322,0.00351,0.00583,-3.092357,Down
GSE39645,FCRL6,-0.477024,0.00351,0.00583,-3.092221,Down
GSE39645,SRP54,0.568717,0.00351,0.00583,3.092157,Up
GSE39645,RARS2,0.524818,0.00352,0.00583,3.091856,Up
GSE39645,XKR7,-0.245105,0.00352,0.00583,-3.09179,Down
GSE39645,MAP3K5,0.490254,0.00352,0.00584,3.09142,Up
GSE39645,LPIN1,0.494916,0.00352,0.00585,3.090867,Up
GSE39645,HYDIN,-0.435205,0.00353,0.00585,-3.090767,Down
GSE39645,RPL15,0.321677,0.00353,0.00585,3.09054,Up
GSE39645,TAF7L,-0.309384,0.00353,0.00585,-3.090485,Down
GSE39645,HIST2H2BF///HIST2H2BA,0.520331,0.00353,0.00586,3.090123,Up
GSE39645,ZNF256,0.389082,0.00353,0.00586,3.089979,Up
GSE39645,CERKL///NEUROD1,-0.260487,0.00354,0.00586,-3.089672,Down
GSE39645,HSDL2,0.572888,0.00354,0.00587,3.089463,Up
GSE39645,PSMB11,-0.353002,0.00355,0.00588,-3.088472,Down
GSE39645,KRTAP26-1,-0.636603,0.00355,0.00588,-3.088315,Down
GSE39645,CHST12,-0.232664,0.00356,0.00589,-3.087717,Down
GSE39645,ALX3,-0.225713,0.00356,0.00589,-3.087611,Down
GSE39645,GSE1,0.36009,0.00356,0.0059,3.087224,Up
GSE39645,METTL8,-0.205509,0.00356,0.0059,-3.087209,Down
GSE39645,NPY2R,-0.326803,0.00356,0.0059,-3.087152,Down
GSE39645,PSMG3,0.37691,0.00356,0.0059,3.087002,Up
GSE39645,PRIM1,0.524434,0.00357,0.00591,3.086547,Up
GSE39645,NPM3,-0.298165,0.00357,0.00592,-3.086011,Down
GSE39645,FRAT2,-0.287605,0.00357,0.00592,-3.085903,Down
GSE39645,NEIL2,-0.212154,0.00358,0.00593,-3.085416,Down
GSE39645,FAM110A,-0.263919,0.00358,0.00593,-3.085331,Down
GSE39645,FERD3L,-0.337645,0.00358,0.00593,-3.085135,Down
GSE39645,UBR7,0.506748,0.00359,0.00594,3.084538,Up
GSE39645,TLE2,-0.509482,0.00359,0.00595,-3.083968,Down
GSE39645,POLR2H,0.533825,0.0036,0.00596,3.083312,Up
GSE39645,FOXO3,-0.248002,0.0036,0.00596,-3.083025,Down
GSE39645,FLYWCH1,-0.201699,0.0036,0.00596,-3.082862,Down
GSE39645,SRI,0.368629,0.0036,0.00596,3.082772,Up
GSE39645,TUBGCP4,0.34544,0.0036,0.00596,3.082715,Up
GSE39645,C6orf99,-0.469321,0.00361,0.00597,-3.082635,Down
GSE39645,XBP1,-0.434769,0.00361,0.00598,-3.08189,Down
GSE39645,TOPORS,0.426245,0.00361,0.00598,3.081868,Up
GSE39645,LILRB2,-0.378197,0.00362,0.00598,-3.081525,Down
GSE39645,ARMC2,-0.217064,0.00362,0.00599,-3.08117,Down
GSE39645,IGFL2,-0.361886,0.00362,0.00599,-3.081166,Down
GSE39645,PIKFYVE,0.390615,0.00362,0.00599,3.080798,Up
GSE39645,ZCCHC2,-0.225071,0.00363,0.006,-3.080395,Down
GSE39645,GLDC,-0.552037,0.00363,0.00601,-3.07979,Down
GSE39645,PRSS48,-0.489285,0.00363,0.00601,-3.079751,Down
GSE39645,CSRP1,0.274203,0.00363,0.00601,3.079739,Up
GSE39645,PSAPL1,-0.273878,0.00364,0.00601,-3.079453,Down
GSE39645,PCOLCE,-1.189672,0.00364,0.00601,-3.079412,Down
GSE39645,PTPRE,0.618251,0.00365,0.00603,3.0781,Up
GSE39645,LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5,-1.055659,0.00365,0.00603,-3.078076,Down
GSE39645,DENND2A,-0.5335,0.00365,0.00603,-3.078001,Down
GSE39645,RAET1E-AS1,-0.290314,0.00365,0.00604,-3.077814,Down
GSE39645,ZNF696,-0.293915,0.00366,0.00604,-3.077304,Down
GSE39645,KIF15,-0.558987,0.00366,0.00605,-3.077124,Down
GSE39645,TRIM50,-0.299367,0.00366,0.00605,-3.076925,Down
GSE39645,S100A8,-1.259197,0.00366,0.00605,-3.076901,Down
GSE39645,CENPQ,0.339822,0.00367,0.00605,3.076563,Up
GSE39645,ZGPAT///LIME1,-0.224285,0.00367,0.00606,-3.076337,Down
GSE39645,CCAR2,0.440503,0.00367,0.00606,3.076062,Up
GSE39645,HPRT1,0.446412,0.00367,0.00607,3.075705,Up
GSE39645,PRSS38,-0.241319,0.00367,0.00607,-3.075678,Down
GSE39645,EDEM1,0.429928,0.00368,0.00607,3.0753,Up
GSE39645,ZSWIM5,-0.246092,0.00368,0.00608,-3.074795,Down
GSE39645,HDGFL1,-0.274958,0.00368,0.00608,-3.074675,Down
GSE39645,BCAS4,-0.219513,0.00369,0.00608,-3.074482,Down
GSE39645,CDC27,0.43946,0.00369,0.00608,3.074361,Up
GSE39645,CYB5A,0.42121,0.00369,0.00609,3.074233,Up
GSE39645,BEST4,-0.296587,0.00369,0.00609,-3.074043,Down
GSE39645,MAT2B,0.590149,0.00369,0.00609,3.073914,Up
GSE39645,BACH2,0.531187,0.00369,0.00609,3.073734,Up
GSE39645,ACKR2,-0.356333,0.0037,0.0061,-3.07347,Down
GSE39645,ZNF706,0.332693,0.0037,0.0061,3.073139,Up
GSE39645,TBC1D8B,0.477969,0.0037,0.0061,3.073137,Up
GSE39645,PLA2G12AP1///PLA2G12A,0.297174,0.00371,0.00612,3.072228,Up
GSE39645,TAS2R14,-0.317975,0.00371,0.00612,-3.072138,Down
GSE39645,MCRS1,0.291942,0.00371,0.00612,3.071964,Up
GSE39645,ACTA1,-0.327707,0.00371,0.00612,-3.071778,Down
GSE39645,HIST1H2AC,0.462812,0.00372,0.00613,3.071465,Up
GSE39645,NEMP2,0.273168,0.00372,0.00613,3.071452,Up
GSE39645,TMSB4Y,-0.299493,0.00372,0.00613,-3.071225,Down
GSE39645,LZTFL1,0.366662,0.00372,0.00613,3.070943,Up
GSE39645,EDDM3A,-0.614551,0.00372,0.00613,-3.070833,Down
GSE39645,CPSF4L,-0.309791,0.00373,0.00615,-3.069993,Down
GSE39645,ZNF697,-0.240456,0.00373,0.00615,-3.069828,Down
GSE39645,PLEKHG3,0.461071,0.00374,0.00616,3.069262,Up
GSE39645,COX7A2,0.293152,0.00374,0.00616,3.068996,Up
GSE39645,RCBTB2,0.407068,0.00374,0.00617,3.068717,Up
GSE39645,HOXD1,-0.266873,0.00375,0.00617,-3.068557,Down
GSE39645,SGO1,-0.442409,0.00375,0.00617,-3.068543,Down
GSE39645,MUC6,-0.307175,0.00375,0.00617,-3.068269,Down
GSE39645,RAB35,0.331813,0.00375,0.00617,3.06821,Up
GSE39645,PIGX,0.530617,0.00375,0.00617,3.068086,Up
GSE39645,SMARCA2,0.39025,0.00376,0.00619,3.067055,Up
GSE39645,CCNI2,-0.227713,0.00377,0.0062,-3.06629,Down
GSE39645,DNAH6,-0.299185,0.00377,0.0062,-3.066191,Down
GSE39645,CCAR1,0.512875,0.00377,0.00621,3.066036,Up
GSE39645,MOGAT2,-0.264437,0.00379,0.00624,-3.063967,Down
GSE39645,SPICE1,0.473736,0.00379,0.00624,3.063936,Up
GSE39645,SLC35F6///CENPA,-0.452632,0.0038,0.00625,-3.063105,Down
GSE39645,TACO1,0.237724,0.0038,0.00626,3.062924,Up
GSE39645,IFNA21,-0.228423,0.00381,0.00626,-3.062703,Down
GSE39645,SPECC1,0.358329,0.00381,0.00627,3.062082,Up
GSE39645,LRRC31,-0.334711,0.00382,0.00628,-3.06138,Down
GSE39645,RNASEK-C17orf49///C17orf49,0.49076,0.00383,0.00629,3.060937,Up
GSE39645,ZFYVE19,0.239295,0.00383,0.00629,3.060739,Up
GSE39645,TMEM129,0.194824,0.00383,0.0063,3.060224,Up
GSE39645,LLGL2,-0.288047,0.00383,0.0063,-3.060156,Down
GSE39645,RETN,-0.347904,0.00383,0.0063,-3.060105,Down
GSE39645,SUGP2,0.267653,0.00383,0.0063,3.060053,Up
GSE39645,IRS1,0.609884,0.00384,0.00631,3.059672,Up
GSE39645,CARD18,-0.644537,0.00384,0.00631,-3.059328,Down
GSE39645,HAPLN1,-0.312602,0.00384,0.00632,-3.059143,Down
GSE39645,COX4I1,0.217063,0.00384,0.00632,3.059119,Up
GSE39645,GLIPR1L1,-0.231603,0.00384,0.00632,-3.05906,Down
GSE39645,USP38,0.381933,0.00385,0.00632,3.059001,Up
GSE39645,DEFB134,-0.577889,0.00385,0.00633,-3.058244,Down
GSE39645,KLF17,-0.381465,0.00386,0.00633,-3.057895,Down
GSE39645,NAT16,-0.32237,0.00386,0.00633,-3.05788,Down
GSE39645,ZG16B,-0.75402,0.00386,0.00634,-3.057567,Down
GSE39645,PRR27,-0.681151,0.00387,0.00635,-3.056963,Down
GSE39645,ARF5,0.341032,0.00387,0.00635,3.056714,Up
GSE39645,HACD3,0.692856,0.00387,0.00635,3.056573,Up
GSE39645,ABCE1,0.718083,0.00387,0.00635,3.05656,Up
GSE39645,POLR3E,0.286205,0.00387,0.00636,3.056382,Up
GSE39645,IL7,-0.301743,0.00387,0.00636,-3.05637,Down
GSE39645,C5orf45,0.215959,0.00389,0.00639,3.05445,Up
GSE39645,PHYH,0.359377,0.00389,0.00639,3.054395,Up
GSE39645,TXNDC16,0.464206,0.0039,0.0064,3.05375,Up
GSE39645,FANCF///FANCF,0.426229,0.0039,0.0064,3.05369,Up
GSE39645,CAGE1,-0.20092,0.00391,0.00641,-3.053206,Down
GSE39645,HKDC1,0.462503,0.00391,0.00641,3.052835,Up
GSE39645,SSU72,0.297005,0.00391,0.00641,3.05283,Up
GSE39645,SNX16,0.572998,0.00392,0.00642,3.052376,Up
GSE39645,ZBTB25,0.366127,0.00392,0.00642,3.052187,Up
GSE39645,IL22,-0.817831,0.00392,0.00642,-3.052037,Down
GSE39645,PITX2,-0.291498,0.00392,0.00643,-3.051888,Down
GSE39645,ZNF131,0.649839,0.00393,0.00643,3.05139,Up
GSE39645,GLRX3,0.423834,0.00393,0.00644,3.051107,Up
GSE39645,KIAA1549///BRAF///BRAF,0.358486,0.00393,0.00644,3.051053,Up
GSE39645,BRIX1,0.477975,0.00393,0.00644,3.050848,Up
GSE39645,USP12,-0.314089,0.00394,0.00646,-3.049655,Down
GSE39645,LOC101930169///PRAMEF15///PRAMEF20///PRAMEF6///PRAMEF11///PRAMEF4///PRAMEF9///PRAMEF5,-1.120375,0.00395,0.00647,-3.049398,Down
GSE39645,SF3B5,0.352792,0.00395,0.00647,3.048976,Up
GSE39645,SLC16A3,-0.326401,0.00396,0.00648,-3.048672,Down
GSE39645,ST8SIA6,0.917019,0.00396,0.00648,3.04831,Up
GSE39645,GABRB3,-0.449941,0.00396,0.00649,-3.048228,Down
GSE39645,KIAA0895L,-0.26065,0.00396,0.00649,-3.047848,Down
GSE39645,FGL1,-0.348109,0.00396,0.00649,-3.047836,Down
GSE39645,FCRL5,-0.368587,0.00397,0.00649,-3.047752,Down
GSE39645,INHBB///INHBB,-0.239267,0.00397,0.0065,-3.047216,Down
GSE39645,COA7,0.340689,0.00398,0.00651,3.046441,Up
GSE39645,PPIB,0.273928,0.00398,0.00651,3.04639,Up
GSE39645,INSM1,-0.274136,0.00398,0.00651,-3.046318,Down
GSE39645,CLPSL2,-0.260193,0.00398,0.00651,-3.046266,Down
GSE39645,SLC5A7,-0.294391,0.00398,0.00652,-3.046139,Down
GSE39645,FAM216A,0.540874,0.00399,0.00653,3.04539,Up
GSE39645,SPATA25,-0.288808,0.00399,0.00653,-3.045359,Down
GSE39645,PMF1-BGLAP///BGLAP,-0.262068,0.00399,0.00653,-3.045297,Down
GSE39645,FOXL2,-0.288301,0.00399,0.00653,-3.045146,Down
GSE39645,LILRB1,0.529642,0.00399,0.00653,3.045053,Up
GSE39645,SMAD2,0.408914,0.004,0.00654,3.044414,Up
GSE39645,HIST1H2AA,-0.509833,0.004,0.00655,-3.044262,Down
GSE39645,EXOC8,0.354406,0.004,0.00655,3.044196,Up
GSE39645,C9orf116,-0.298624,0.00401,0.00655,-3.044017,Down
GSE39645,PIK3C2B,-0.391741,0.00401,0.00656,-3.043618,Down
GSE39645,ZC3HAV1L,0.524169,0.00402,0.00656,3.04314,Up
GSE39645,HLF,-0.656668,0.00402,0.00656,-3.04311,Down
GSE39645,DEFB106B///DEFB106A,-0.333651,0.00402,0.00656,-3.043096,Down
GSE39645,IGBP1,0.394274,0.00402,0.00657,3.042839,Up
GSE39645,C11orf96,-0.438284,0.00402,0.00657,-3.042647,Down
GSE39645,TMEM51,0.457159,0.00403,0.00658,3.042201,Up
GSE39645,CLOCK,0.519985,0.00403,0.00658,3.0421,Up
GSE39645,HCFC1,0.511049,0.00403,0.00658,3.042008,Up
GSE39645,ACIN1,0.413565,0.00403,0.00658,3.041873,Up
GSE39645,MRPL42,0.653874,0.00404,0.0066,3.040975,Up
GSE39645,RAB11FIP1,-0.316398,0.00404,0.0066,-3.040696,Down
GSE39645,FBXO47,-0.238626,0.00405,0.00661,-3.040299,Down
GSE39645,FAM90A27P,-0.425753,0.00405,0.00661,-3.039977,Down
GSE39645,1060P11.3///KIR2DS2///KIR2DL5B///KIR3DL3///KIR2DL5A///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS4///KIR2DS3///KIR2DS1///KIR2DL4///KIR2DL3///KIR2DL2///KIR2DL1///KIR3DS1///KIR3DL2///KIR3DL1///KIR2DS5///KIR2DS3///KIR2DL1,-0.766219,0.00405,0.00662,-3.039632,Down
GSE39645,ZNF10,0.357209,0.00406,0.00662,3.03932,Up
GSE39645,EML3,0.327875,0.00406,0.00663,3.038888,Up
GSE39645,MS4A2,-0.262037,0.00407,0.00665,-3.037877,Down
GSE39645,NAP1L1,0.526989,0.00407,0.00665,3.037787,Up
GSE39645,TRMT61B,0.483341,0.00408,0.00666,3.03741,Up
GSE39645,HAUS6,0.650054,0.00409,0.00668,3.03612,Up
GSE39645,HECTD3,0.344111,0.0041,0.00668,3.03585,Up
GSE39645,GPS2,0.195203,0.0041,0.00668,3.035838,Up
GSE39645,HIST1H2BC,0.37712,0.0041,0.00669,3.035582,Up
GSE39645,IL21,-0.321035,0.0041,0.00669,-3.035535,Down
GSE39645,NUDT18,-0.225701,0.0041,0.00669,-3.035534,Down
GSE39645,PRR22,-0.31353,0.0041,0.00669,-3.035479,Down
GSE39645,CRIP1,-0.40918,0.0041,0.00669,-3.035328,Down
GSE39645,ATP6V0C,0.432315,0.0041,0.00669,3.035231,Up
GSE39645,STAT4,-0.36528,0.00411,0.0067,-3.034676,Down
GSE39645,GMPS,0.410919,0.00411,0.0067,3.034612,Up
GSE39645,ZNF625-ZNF20///ZNF20,0.311664,0.00411,0.00671,3.034136,Up
GSE39645,BPIFA2,-0.946533,0.00411,0.00671,-3.034102,Down
GSE39645,TSACC,-0.246562,0.00412,0.00671,-3.033715,Down
GSE39645,C15orf57,0.243908,0.00412,0.00672,3.033413,Up
GSE39645,CORO1C,0.457956,0.00412,0.00672,3.033251,Up
GSE39645,LRRC36,-0.479695,0.00413,0.00672,-3.033187,Down
GSE39645,AADAT,0.514471,0.00413,0.00673,3.032446,Up
GSE39645,KCNG2,-0.236053,0.00414,0.00674,-3.032178,Down
GSE39645,SEMG1,-0.630238,0.00414,0.00674,-3.03217,Down
GSE39645,MAGOH,0.39767,0.00414,0.00674,3.03183,Up
GSE39645,PRRT2,-0.365914,0.00414,0.00674,-3.031824,Down
GSE39645,RELT,-0.324008,0.00415,0.00675,-3.031262,Down
GSE39645,FAM186A,-0.539116,0.00416,0.00677,-3.030467,Down
GSE39645,TAS2R38,-0.526966,0.00416,0.00677,-3.030131,Down
GSE39645,NDST2,0.303956,0.00416,0.00678,3.029817,Up
GSE39645,ALB,-0.26942,0.00417,0.00679,-3.029365,Down
GSE39645,POFUT2,0.303023,0.00417,0.00679,3.029149,Up
GSE39645,TTLL13P,-0.334706,0.00418,0.00681,-3.027909,Down
GSE39645,CDC42BPA,0.476733,0.00419,0.00682,3.027209,Up
GSE39645,CCNJL,-0.266778,0.00419,0.00682,-3.027177,Down
GSE39645,STUB1,0.332416,0.0042,0.00683,3.026899,Up
GSE39645,PPP2R1A,0.379678,0.0042,0.00684,3.02623,Up
GSE39645,ZFC3H1,0.42989,0.00421,0.00684,3.026076,Up
GSE39645,NPFF,-0.363871,0.00421,0.00686,-3.025294,Down
GSE39645,UBE2B,0.354272,0.00422,0.00686,3.024827,Up
GSE39645,GLYATL1,-0.356803,0.00422,0.00686,-3.024798,Down
GSE39645,ERICH6B,-0.333321,0.00422,0.00687,-3.024399,Down
GSE39645,FLG,-0.461138,0.00423,0.00687,-3.024353,Down
GSE39645,SLC2A7,-0.27554,0.00423,0.00687,-3.024212,Down
GSE39645,RARRES1,0.848496,0.00423,0.00688,3.023701,Up
GSE39645,TMEM202,-0.298495,0.00423,0.00688,-3.023691,Down
GSE39645,BBS9,0.397887,0.00423,0.00688,3.02359,Up
GSE39645,RNASEK-C17orf49///RNASEK,0.339449,0.00424,0.00689,3.022866,Up
GSE39645,C11orf1,0.424433,0.00424,0.0069,3.022781,Up
GSE39645,ERVW-1,-0.651609,0.00425,0.0069,-3.022605,Down
GSE39645,IFNB1,-0.27904,0.00426,0.00692,-3.021327,Down
GSE39645,RAE1,0.440712,0.00426,0.00692,3.021269,Up
GSE39645,TRAM1L1,0.330076,0.00426,0.00692,3.021227,Up
GSE39645,ALDH1A2,-0.440887,0.00426,0.00693,-3.021022,Down
GSE39645,PDE6H,-0.551935,0.00427,0.00693,-3.020668,Down
GSE39645,ENC1,-0.338434,0.00428,0.00694,-3.020009,Down
GSE39645,ZBTB42,-0.352124,0.00428,0.00695,-3.019729,Down
GSE39645,SAA2-SAA4///SAA4,-0.299814,0.00428,0.00695,-3.019663,Down
GSE39645,EIF4H,0.357848,0.00428,0.00695,3.019596,Up
GSE39645,RBM39,0.467205,0.00428,0.00695,3.019451,Up
GSE39645,BCKDHB,0.554313,0.00428,0.00695,3.019353,Up
GSE39645,1,0.341416,0.00429,0.00696,3.019134,Up
GSE39645,EXOC5,0.432681,0.00429,0.00696,3.019002,Up
GSE39645,ZNF546,0.285662,0.00429,0.00696,3.018719,Up
GSE39645,TRIM74///TRIM73///TRIM50,-0.207121,0.00429,0.00696,-3.018561,Down
GSE39645,DERL3,-0.360343,0.00429,0.00696,-3.01856,Down
GSE39645,IL15,0.281093,0.0043,0.00697,3.018045,Up
GSE39645,ANKRD2,-0.282942,0.0043,0.00698,-3.017516,Down
GSE39645,CHAC1,-0.318082,0.00431,0.00698,-3.01734,Down
GSE39645,8,0.592927,0.00431,0.00698,3.017332,Up
GSE39645,TDRD3,0.458758,0.00431,0.00699,3.017262,Up
GSE39645,NKG7,-0.403811,0.00432,0.00701,-3.01608,Down
GSE39645,GC,-0.237326,0.00432,0.00701,-3.015822,Down
GSE39645,TEPP,-0.242515,0.00433,0.00703,-3.014986,Down
GSE39645,CLSPN,-0.599987,0.00433,0.00703,-3.014909,Down
GSE39645,IPO5,0.496496,0.00434,0.00703,3.014745,Up
GSE39645,EXOSC3,0.592429,0.00434,0.00703,3.014718,Up
GSE39645,FLI1,0.533084,0.00434,0.00703,3.014624,Up
GSE39645,CRISP1,-0.405887,0.00434,0.00703,-3.014554,Down
GSE39645,RFNG,0.254198,0.00435,0.00704,3.013963,Up
